C , D, I, T, label
2.6665532e-05,2.1781196e-05,9.1645006e-08,2.4967805e-05,0
2.8340713e-05,1.8010793e-05,1.2198435e-08,2.5137719e-05,0
2.9932315e-05,1.0594986e-05,4.867258e-08,2.517505e-05,0
4.9160684e-05,9.9869985e-06,1.075509e-07,2.5025827e-05,0
5.1583003e-05,1.0319416e-05,1.8020097e-07,2.4985571e-05,0
3.391254e-05,9.291627e-06,6.9766806e-08,2.4721941e-05,0
4.3476302e-05,6.5706463e-06,4.3796234e-08,2.4469651e-05,0
4.8871203e-05,1.6320888e-05,7.5621884e-08,2.4786978e-05,0
4.033176e-05,7.307117e-06,1.0816704e-07,2.473564e-05,0
3.803072e-05,1.3187374e-05,3.8716006e-08,2.4561086e-05,0
3.9661314e-05,3.914265e-06,2.2788546e-08,2.5219768e-05,0
3.868692e-05,7.5896733e-06,1.0721398e-07,2.4917852e-05,0
2.4114568e-05,3.1482818e-06,1.7324119e-08,2.5634385e-05,0
4.234151e-05,1.8944127e-05,6.2075316e-08,2.4972567e-05,0
3.423821e-05,3.7605696e-06,3.8808032e-09,2.5263555e-05,0
6.987917e-05,1.3018149e-05,9.636443e-08,2.5444e-05,0
3.6407364e-05,8.045477e-06,4.065273e-08,2.5087766e-05,0
5.587842e-05,1.30222215e-05,1.7227572e-08,2.5571584e-05,0
5.250742e-05,4.70065e-06,4.622398e-09,2.5266494e-05,0
4.2388783e-05,2.0689808e-05,1.7608281e-08,2.494272e-05,0
4.161297e-05,1.4366602e-05,6.1740444e-08,2.524188e-05,0
3.1535666e-05,1.2237479e-05,2.0707379e-08,2.508286e-05,0
3.138811e-05,4.3247023e-06,2.9265761e-08,2.5004809e-05,0
3.9000006e-05,7.878256e-06,1.2366733e-08,2.4763609e-05,0
3.210747e-05,1.585201e-05,7.5375354e-08,2.4939009e-05,0
2.1438815e-05,6.208868e-06,7.2925985e-08,2.448004e-05,0
3.243866e-05,1.0903183e-05,1.3574947e-08,2.495445e-05,0
2.3409799e-05,1.5582678e-05,3.4855788e-08,2.5038382e-05,0
3.5024623e-05,1.5806285e-05,5.48118e-08,2.4712772e-05,0
3.1691532e-05,1.1924796e-05,8.684508e-08,2.4822793e-05,0
3.954186e-05,6.893696e-06,1.3271111e-08,2.5266541e-05,0
3.3675926e-05,6.3449024e-06,6.48701e-09,2.4772657e-05,0
3.3557375e-05,1.2136157e-05,2.2415183e-08,2.4969424e-05,0
5.3767446e-05,4.298928e-06,7.375902e-08,2.4817562e-05,0
4.126592e-05,1.77705e-05,3.102794e-08,2.4593315e-05,0
4.6399695e-05,1.4091809e-05,1.4476443e-08,2.5023297e-05,0
2.3920955e-05,8.78469e-06,6.936553e-09,2.500841e-05,0
3.16405e-05,8.724562e-06,3.9816126e-08,2.5077336e-05,0
3.5151206e-05,4.8570982e-06,8.801236e-08,2.5222942e-05,0
5.111093e-05,6.1736127e-06,2.2238922e-08,2.5210078e-05,0
3.7582577e-05,1.0474348e-05,1.6085176e-08,2.5110621e-05,0
3.587604e-05,1.3851367e-05,7.441129e-08,2.4844296e-05,0
2.4139807e-05,1.2687323e-05,7.497345e-08,2.4859699e-05,0
3.5951696e-05,1.8575169e-05,6.340647e-08,2.5347752e-05,0
4.0312578e-05,5.2595974e-06,6.4805945e-08,2.4951714e-05,0
3.8804603e-05,1.22484535e-05,1.653776e-08,2.4915975e-05,0
3.1250394e-05,1.0758116e-05,1.03974834e-07,2.5038285e-05,0
2.617963e-05,9.680085e-06,1.3961294e-08,2.5218636e-05,0
7.298415e-07,1.1132362e-07,9.8662225e-09,3.302784e-05,0
1.2463345e-06,1.4306798e-07,1.0144213e-08,3.2881926e-05,0
9.511701e-07,9.657383e-08,2.9621923e-08,3.3507138e-05,0
1.5520511e-06,4.6407038e-08,1.3280277e-08,3.355939e-05,0
1.2272623e-06,1.5385666e-07,1.3145576e-08,3.2948912e-05,0
6.964189e-07,5.1734173e-08,2.7680429e-08,3.2959502e-05,0
8.5774025e-07,1.9210192e-07,7.1070815e-08,3.3394692e-05,0
7.978429e-07,5.934147e-08,6.753147e-09,3.336162e-05,0
1.1367404e-06,1.5731716e-07,1.895878e-09,3.29208e-05,0
1.0839068e-06,8.9817426e-08,8.045668e-09,3.3577893e-05,0
1.5059156e-06,1.6343473e-07,6.570466e-09,3.463627e-05,0
1.9586219e-06,6.865662e-08,1.25975195e-08,3.4148736e-05,0
1.2745975e-06,8.685932e-08,3.6278294e-09,3.2553166e-05,0
7.235322e-07,6.1328016e-08,2.9150387e-08,3.3963806e-05,0
1.0680084e-06,9.8591904e-08,3.247362e-08,3.2965032e-05,0
1.030908e-06,9.012614e-08,3.4014082e-08,3.3262946e-05,0
1.0267812e-06,1.7319847e-07,8.468551e-09,3.3136243e-05,0
1.1685595e-06,8.201526e-08,4.2086126e-09,3.4571225e-05,0
1.1300854e-06,8.0505984e-08,9.668511e-09,3.3243603e-05,0
8.9125746e-07,1.983801e-07,7.073179e-08,3.3350992e-05,0
1.1057751e-06,1.0604719e-07,1.7221165e-08,3.323967e-05,0
8.630582e-07,1.5348778e-07,2.4585837e-08,3.3795506e-05,0
1.009874e-06,1.3150498e-07,2.4403072e-08,3.4189627e-05,0
7.138654e-07,5.2539445e-08,3.6336534e-09,3.249113e-05,0
1.3603377e-06,1.6305985e-07,2.6808726e-09,3.390071e-05,0
1.2079139e-06,6.4230036e-08,3.3887402e-09,3.4006523e-05,0
7.225124e-07,6.969552e-08,8.757877e-09,3.385961e-05,0
7.4625757e-07,5.264658e-08,8.7805745e-09,3.369848e-05,0
1.1451327e-06,5.0744575e-08,3.927547e-08,3.4020213e-05,0
9.698249e-07,8.450274e-08,9.494989e-09,3.30603e-05,0
1.5811237e-06,2.4065196e-07,2.2608866e-09,3.4340334e-05,0
5.3931404e-07,8.7118984e-08,4.6199407e-08,3.314e-05,0
6.692575e-07,1.5493285e-07,3.0175528e-08,3.2889704e-05,0
1.1635975e-06,7.087223e-08,1.35182585e-08,3.41306e-05,0
1.0189209e-06,1.7628973e-07,2.7137106e-09,3.2441352e-05,0
1.3029585e-06,6.928332e-08,7.912871e-08,3.3172066e-05,0
5.5467206e-07,1.1821543e-07,5.3465342e-08,3.322582e-05,0
8.521032e-07,1.7728259e-07,2.7511524e-08,3.335185e-05,0
9.75727e-07,8.792511e-08,3.4471856e-08,3.312177e-05,0
1.325062e-06,8.740926e-08,4.338897e-09,3.4114913e-05,0
1.3367913e-06,6.428801e-08,1.3114547e-08,3.3981854e-05,0
6.8927886e-07,5.903542e-08,9.845469e-09,3.3033448e-05,0
1.1133133e-06,1.3371238e-07,5.9828995e-09,3.2802152e-05,0
1.3088405e-06,2.6067846e-07,7.792702e-09,3.341339e-05,0
7.032398e-07,1.3590744e-07,7.424765e-09,3.2857883e-05,0
1.0554348e-06,7.780259e-08,1.4544749e-08,3.3279764e-05,0
1.1864388e-06,6.550923e-08,3.5442098e-09,3.3333057e-05,0
1.1803559e-06,6.992307e-08,1.165638e-08,3.2785236e-05,0
1.3664085e-06,1.6257833e-07,1.27478135e-08,3.3230033e-05,0
1.0726211e-06,1.8807614e-07,2.7234707e-08,3.2346943e-05,0
3.7072457e-08,3.8337166e-06,3.6576868e-08,2.3512628e-05,0
1.775688e-08,1.0628351e-05,2.3737776e-08,2.411643e-05,0
2.3899418e-08,8.86453e-06,6.7241377e-09,2.3110564e-05,0
3.1156333e-08,4.14346e-06,7.371145e-09,2.3445633e-05,0
2.6219553e-08,5.1155043e-06,1.2220675e-08,2.3330233e-05,0
3.2502307e-08,7.7056924e-05,1.9874705e-08,2.3438837e-05,0
1.5366567e-08,4.6355563e-06,6.277552e-09,2.316096e-05,0
3.072676e-08,1.605224e-05,9.792188e-09,2.2975264e-05,0
2.229239e-08,2.749148e-05,3.6979234e-08,2.3178769e-05,0
2.4532671e-08,6.553862e-06,1.2135499e-08,2.354292e-05,0
2.631108e-08,5.386949e-06,3.8450487e-08,2.3206325e-05,0
4.6094225e-08,3.503423e-06,1.4881832e-08,2.2941353e-05,0
2.861739e-08,7.833857e-06,1.6301033e-08,2.334225e-05,0
3.2865493e-08,1.1560018e-05,8.519585e-09,2.2888467e-05,0
3.3847886e-08,6.842105e-06,1.6315031e-08,2.3505612e-05,0
1.750855e-08,2.5178656e-06,2.3753854e-08,2.277694e-05,0
3.0451726e-08,6.9486055e-06,1.0176499e-08,2.264694e-05,0
3.2439445e-08,8.484579e-06,8.252961e-09,2.2861546e-05,0
2.3164727e-08,4.4952844e-06,7.7957045e-09,2.2359762e-05,0
2.1698373e-08,2.7488504e-06,7.843509e-08,2.2674063e-05,0
5.1623477e-08,7.511345e-06,2.457093e-08,2.2941002e-05,0
2.8537972e-08,1.4673319e-05,2.8506637e-08,2.244676e-05,0
2.5777583e-08,5.3654207e-06,1.2250758e-08,2.2864731e-05,0
2.8942354e-08,8.2281595e-06,1.7428118e-08,2.422583e-05,0
5.303521e-08,7.5914177e-06,4.7525655e-09,2.2641498e-05,0
4.592249e-08,4.8913057e-06,4.142669e-09,2.3287645e-05,0
2.797383e-08,3.7447123e-06,2.1917538e-08,2.2829478e-05,0
1.5708697e-08,4.5414254e-06,3.327663e-08,2.3015946e-05,0
2.4025423e-08,1.270981e-05,1.6325863e-08,2.2064332e-05,0
5.6404563e-08,9.230845e-06,1.2137535e-08,2.272439e-05,0
2.5873439e-08,3.1475404e-06,8.869483e-09,2.2325032e-05,0
2.6891396e-08,1.0590884e-05,4.751759e-09,2.2122587e-05,0
4.1148486e-08,6.72921e-06,2.9430108e-08,2.2304263e-05,0
2.7284933e-08,8.195596e-06,6.4711547e-09,2.284677e-05,0
2.6720933e-08,1.9582783e-05,3.8590084e-08,2.3363677e-05,0
2.6467516e-08,5.555855e-06,8.5344825e-09,2.2418093e-05,0
3.00627e-08,4.440749e-06,5.4345817e-09,2.2404458e-05,0
3.0556627e-08,1.7678078e-05,2.2266935e-08,2.2598248e-05,0
4.068228e-08,1.2390091e-05,1.2513033e-08,2.2311007e-05,0
2.0553523e-08,9.523587e-06,6.102624e-09,2.2613423e-05,0
4.3041645e-08,1.04169e-05,9.1428305e-09,2.2783262e-05,0
3.1998773e-08,8.712048e-06,5.3512856e-09,2.242237e-05,0
2.8169689e-08,1.43457655e-05,1.120904e-08,2.2542996e-05,0
2.842693e-08,1.3994554e-05,7.793995e-09,2.2283766e-05,0
2.0452356e-08,1.2590725e-05,4.5601027e-08,2.2639275e-05,0
2.773645e-08,8.745596e-06,1.051946e-08,2.3779485e-05,0
3.4181877e-08,1.0356437e-05,1.40638985e-08,2.3485176e-05,0
3.2336157e-08,4.569032e-06,1.4669929e-08,2.4249104e-05,0
2.4296577e-08,1.565513e-05,1.5033121e-08,2.3567987e-05,0
3.8254516e-08,3.3469772e-05,1.5968496e-08,2.3188053e-05,0
2.6795371e-10,3.287584e-08,6.658516e-08,3.8328806e-05,0
2.928388e-10,3.7240206e-08,1.1682002e-07,3.8733142e-05,0
1.9761172e-10,6.9651925e-08,1.0438456e-07,3.7843034e-05,0
2.5228977e-10,3.194316e-08,1.048885e-07,3.7302707e-05,0
2.1343541e-10,4.8248967e-08,1.4626978e-07,3.538715e-05,0
2.8281802e-10,4.7901896e-08,2.2544225e-07,3.812157e-05,0
1.8594556e-10,5.44197e-08,2.5979767e-07,3.7106507e-05,0
2.3562413e-10,3.5305693e-08,1.0805322e-07,3.5772595e-05,0
1.8646942e-10,4.9378276e-08,1.898104e-08,3.542017e-05,0
1.8946479e-10,8.548351e-08,3.351761e-08,3.6752645e-05,0
2.7822578e-10,3.9521876e-08,6.898083e-08,3.6739995e-05,0
3.1257727e-10,6.593405e-08,6.313969e-07,3.6152825e-05,0
2.9886468e-10,6.0676335e-08,8.757113e-08,4.0287632e-05,0
2.6528343e-10,3.258107e-08,4.007296e-08,3.701864e-05,0
2.7164646e-10,3.2565417e-08,9.2768985e-08,3.7415575e-05,0
1.9066508e-10,4.4360863e-08,1.6030404e-07,3.56853e-05,0
2.936179e-10,7.6346815e-08,1.584709e-07,3.7061167e-05,0
2.8216338e-10,5.805457e-08,3.4552173e-07,3.6180038e-05,0
2.843021e-10,4.1778467e-08,1.0199528e-07,3.5369303e-05,0
1.7560368e-10,3.324358e-08,1.140794e-07,3.5315174e-05,0
2.8801406e-10,5.7594544e-08,5.20944e-08,3.702217e-05,0
1.6787283e-10,3.3387508e-08,5.2385648e-08,3.5087174e-05,0
2.7401104e-10,4.6276842e-08,8.862165e-08,3.762374e-05,0
2.8608957e-10,2.2673047e-08,4.5514305e-08,3.8991115e-05,0
2.6165822e-10,7.93586e-08,3.4301788e-08,3.6146415e-05,0
1.860378e-10,3.042241e-08,3.7073275e-07,3.3420274e-05,0
2.3756638e-10,5.1125014e-08,9.923333e-07,3.6327456e-05,0
2.648067e-10,3.4158088e-08,4.7769326e-08,3.697186e-05,0
2.0581552e-10,6.6406834e-08,3.9402426e-08,3.6971822e-05,0
2.0907658e-10,3.1884966e-08,1.7922133e-07,3.5669516e-05,0
2.1972725e-10,5.630825e-08,1.4105558e-07,3.7138965e-05,0
2.8665764e-10,3.7334793e-08,2.9414059e-08,3.579918e-05,0
2.5167698e-10,1.524931e-08,1.5540905e-07,3.5667614e-05,0
2.51982e-10,7.239754e-08,1.8158677e-07,3.611802e-05,0
2.178311e-10,5.1365657e-08,1.266688e-07,3.6937465e-05,0
1.9109797e-10,3.0362703e-08,3.571982e-08,3.7178695e-05,0
2.8090308e-10,5.201765e-08,1.0019836e-06,3.696118e-05,0
2.5196228e-10,3.3733485e-08,8.50303e-08,3.681192e-05,0
2.2043709e-10,6.219466e-08,1.2756855e-07,3.599578e-05,0
2.4096672e-10,4.802943e-08,5.791317e-07,3.696354e-05,0
2.370929e-10,3.356655e-08,1.6363077e-07,3.697838e-05,0
2.1866657e-10,4.927112e-08,8.1902705e-08,3.5320056e-05,0
1.985805e-10,3.38546e-08,4.1394404e-08,3.5830228e-05,0
2.2843226e-10,2.256192e-08,9.0888176e-07,3.507115e-05,0
2.4782992e-10,2.893573e-08,3.296802e-08,3.5394307e-05,0
2.0719566e-10,5.279178e-08,5.8320154e-08,3.7932892e-05,0
1.7460675e-10,5.987343e-08,7.224842e-08,3.7942118e-05,0
2.5168465e-10,6.2231805e-08,2.1940458e-08,3.8365117e-05,0
1.5019493e-10,6.6906736e-08,1.7761556e-08,3.7313344e-05,0
2.2103915e-10,6.2907155e-08,5.0971273e-08,3.8996768e-05,0
1.2289982e-08,0.00018944178,2.395773e-07,6.829315e-05,0
4.9033066e-09,2.6396458e-05,3.8640576e-07,6.6305976e-05,0
1.04540545e-08,9.213462e-05,4.5386354e-08,5.9524562e-05,0
2.0759819e-08,3.1410567e-05,4.6444185e-07,6.3127496e-05,0
1.5792242e-08,0.0001640734,9.206953e-08,5.22437e-05,0
1.0286386e-08,0.00013525729,1.5458674e-07,5.2744243e-05,0
9.594533e-09,8.805327e-05,5.457791e-08,5.4045868e-05,0
1.8343693e-08,3.567149e-05,9.343097e-08,5.1714906e-05,0
2.0161405e-08,0.00019013287,1.078175e-07,5.4950182e-05,0
1.6084163e-08,0.000226508,5.319477e-08,6.1634324e-05,0
8.921077e-09,1.7536075e-05,8.560506e-08,6.360008e-05,0
1.6308187e-08,0.0003284308,2.0296548e-07,5.980158e-05,0
1.0222059e-08,2.2945116e-05,4.543954e-08,7.2769355e-05,0
1.7578785e-08,8.203972e-05,4.0611542e-07,5.5336848e-05,0
1.4231145e-08,0.00012195042,1.7441145e-07,4.8892744e-05,0
1.1403421e-08,1.6130687e-05,4.4207642e-08,5.645366e-05,0
1.2862655e-08,4.1489973e-05,7.67943e-08,5.7343997e-05,0
1.2945574e-08,4.6358473e-05,1.6446621e-07,5.293315e-05,0
1.0731788e-08,6.776489e-05,6.1739975e-08,5.4775228e-05,0
1.0340363e-08,2.7849053e-05,8.803922e-08,5.186297e-05,0
1.5473743e-08,1.5185204e-05,1.3154213e-06,5.5217293e-05,0
1.3533842e-08,6.0199418e-05,1.6978325e-07,4.6109668e-05,0
8.022667e-09,2.8016395e-05,2.4398543e-07,5.3458185e-05,0
7.767771e-09,0.000158482,1.6425759e-07,5.9360736e-05,0
2.4410893e-08,5.5348828e-05,1.4709455e-07,5.9522234e-05,0
8.757827e-09,1.342448e-05,6.734846e-08,5.4563254e-05,0
1.233493e-08,1.8676541e-05,2.697586e-07,5.6695957e-05,0
1.527755e-08,6.7665635e-05,2.212334e-08,4.6043326e-05,0
8.9484296e-09,0.0001694778,1.5996694e-08,5.5865952e-05,0
1.8798804e-08,2.0596553e-05,7.413632e-08,5.357189e-05,0
1.00075725e-08,0.00011120257,8.7861906e-08,5.613104e-05,0
9.9056505e-09,5.5012362e-05,4.4954458e-08,5.442523e-05,0
1.545177e-08,4.797575e-05,1.6764318e-07,5.3921438e-05,0
1.6246187e-08,1.3009846e-05,1.249868e-07,5.2322775e-05,0
1.1084918e-08,4.6567828e-05,7.425575e-08,6.697878e-05,0
1.7964892e-08,2.3001552e-05,1.3263631e-06,5.419941e-05,0
1.9713081e-08,7.490078e-06,6.982924e-08,5.6632576e-05,0
1.827622e-08,2.105078e-05,2.79973e-07,5.382634e-05,0
2.368572e-08,7.893779e-06,1.18532206e-07,5.662577e-05,0
2.5268537e-08,3.5055018e-06,1.1414703e-06,5.7637248e-05,0
1.7236117e-08,2.1901149e-05,2.3324496e-07,5.546978e-05,0
1.749603e-08,1.6485454e-05,7.1366594e-07,5.1680345e-05,0
1.9273882e-08,2.3121125e-05,1.00935914e-07,4.822261e-05,0
2.2808985e-08,9.426361e-06,5.2221043e-08,5.3493113e-05,0
1.6568732e-08,1.2022575e-05,4.788728e-08,6.217452e-05,0
1.2332249e-08,0.00035289268,5.5030103e-08,7.098007e-05,0
1.3176251e-08,9.19767e-05,7.676852e-08,6.8515394e-05,0
1.7974969e-08,2.9699017e-05,7.782424e-07,6.977582e-05,0
1.2827253e-08,0.0002824027,1.2108303e-07,5.9126676e-05,0
1.89615e-08,1.5842761e-05,1.2309894e-07,6.623475e-05,0
1.7528465e-06,0.00011133552,2.3146957e-07,3.0563555e-05,0
1.2889406e-07,7.4978525e-05,3.2377667e-07,2.6509852e-05,0
3.9120786e-07,0.00017338287,6.83686e-07,2.899029e-05,0
3.6515044e-07,5.7660724e-05,9.500414e-07,2.7961887e-05,0
4.883471e-07,0.00056654355,6.21873e-07,2.7811608e-05,0
2.7246486e-07,6.954917e-05,8.1643384e-07,2.787621e-05,0
1.8549487e-07,2.2921911e-05,1.3001682e-06,3.0082492e-05,0
1.1383595e-07,0.00046655466,2.3329902e-07,2.789424e-05,0
4.4364253e-05,3.2391577e-05,2.9101204e-07,2.8727738e-05,0
2.8479283e-07,6.5966083e-06,2.2210472e-06,2.9098257e-05,0
1.5297675e-07,1.9945124e-05,1.4670499e-06,2.7687574e-05,0
3.5558318e-07,1.524875e-05,1.0830656e-06,2.697149e-05,0
2.0386017e-07,5.7134668e-05,1.1742626e-06,2.7507924e-05,0
1.6707912e-07,6.9802927e-06,8.784202e-07,2.8744016e-05,0
2.0306538e-07,1.2086862e-05,1.334603e-06,3.128564e-05,0
2.7481298e-07,2.1470385e-05,4.385429e-07,2.9279467e-05,0
3.3558968e-07,8.271849e-06,1.6350892e-06,2.9471952e-05,0
2.8220302e-07,0.0001930235,5.756923e-07,3.0236306e-05,0
3.4096764e-05,0.00016349182,7.995539e-08,3.0192108e-05,0
2.6809644e-07,2.0614043e-05,2.3847787e-07,2.9395573e-05,0
1.9882482e-07,5.112217e-06,5.7437285e-07,2.9259316e-05,0
5.2953646e-07,4.2744698e-05,6.308137e-07,2.7742415e-05,0
9.924469e-07,0.0003795749,4.4586378e-07,2.8132858e-05,0
3.536448e-05,0.00012804018,5.271808e-07,2.8453233e-05,0
2.2566273e-07,0.00010345292,5.0741147e-07,2.8615797e-05,0
3.5262943e-05,0.0019088419,6.5691154e-08,2.8474895e-05,0
7.70387e-07,0.001310815,1.0055743e-06,2.8898183e-05,0
1.8324238e-07,0.0014510121,5.522436e-07,2.9764455e-05,0
4.3623203e-07,0.00052670244,1.7894313e-07,2.9957044e-05,0
4.1497492e-07,0.00031652473,3.6306457e-07,2.7469363e-05,0
4.5942687e-07,0.0012487421,7.9046697e-07,2.6542988e-05,0
3.7227068e-07,0.00079527736,4.3398757e-07,2.6348443e-05,0
0.00013381983,0.0013649254,5.8236672e-08,2.7192124e-05,0
3.11091e-07,0.0011662529,5.1908387e-07,2.7681212e-05,0
1.4808589e-06,6.203517e-05,2.0809318e-07,2.6818905e-05,0
4.5210186e-07,7.7720586e-05,2.0906387e-07,2.8457927e-05,0
5.427095e-07,0.0025290982,5.27216e-07,2.822374e-05,0
6.26705e-05,0.0009270043,4.0740602e-07,2.9669662e-05,0
2.2525485e-07,0.00021101018,1.0205172e-07,3.1143707e-05,0
3.2720794e-07,4.0278028e-05,1.0045593e-06,3.2093387e-05,0
6.887151e-07,0.00013284621,1.6142224e-06,2.8909839e-05,0
7.391162e-05,0.0004333317,3.9308335e-07,2.9125715e-05,0
2.3417348e-07,0.000366297,5.7660056e-08,2.9341129e-05,0
2.9714312e-07,0.00066223973,3.0026231e-07,2.843118e-05,0
1.4557203e-07,0.0009883483,8.2127553e-07,2.7525924e-05,0
2.3056847e-07,3.502743e-05,2.263898e-07,2.9581175e-05,0
2.337295e-07,4.335454e-05,3.4149332e-07,2.795112e-05,0
3.4066906e-07,8.571617e-06,3.1817203e-07,2.9250332e-05,0
0.00010950503,2.7380176e-05,3.999374e-07,2.6879641e-05,0
7.9319307e-07,4.0382754e-05,1.0153009e-06,2.8714261e-05,0
0.00019149247,0.00021018268,4.569103e-09,4.4041404e-05,0
0.0011071534,0.00011159647,7.2075927e-09,4.3538294e-05,0
0.00033783913,0.0017486853,1.6796525e-08,4.797621e-05,0
0.00044401773,0.00011570962,7.212516e-09,4.2508036e-05,0
0.0003851505,0.00012268734,1.4865094e-08,4.6812e-05,0
0.0002301918,0.00040086478,1.4362746e-08,4.0011306e-05,0
0.00024786114,0.00010811346,9.165529e-09,4.3419375e-05,0
0.00016323854,0.00028626644,1.1129153e-08,4.6013385e-05,0
0.0135015845,0.00021424676,1.3725903e-08,4.9622795e-05,0
0.0011576678,3.996387e-05,5.4037796e-09,4.6963985e-05,0
0.00033017757,0.00012984859,2.4721075e-08,4.4264732e-05,0
8.8974986e-05,0.0012078603,4.6040803e-08,5.3345942e-05,0
0.0003832978,0.00023701754,5.0558e-09,4.3655244e-05,0
0.00012824521,0.0008829886,1.4786481e-08,4.5415192e-05,0
0.0003519653,0.00072208385,6.378029e-08,4.4208035e-05,0
0.00013230463,0.00025098954,3.812026e-09,4.8753904e-05,0
0.00020617581,5.609379e-05,2.5959896e-08,4.4517332e-05,0
0.00024947693,0.00025536117,1.2103552e-08,4.391965e-05,0
0.00014774178,0.0010621845,1.0241184e-08,4.536831e-05,0
0.00018465177,0.0003825548,8.5125675e-09,4.7989106e-05,0
0.00017109404,0.0006236254,1.9421345e-08,4.5663466e-05,0
0.00045102576,0.00033130453,1.1338962e-08,3.922226e-05,0
0.00021745026,3.1170952e-05,1.2937651e-08,4.068876e-05,0
0.00041610218,0.0038439697,3.2282526e-09,4.5170764e-05,0
0.00021554234,0.0005490708,2.3824684e-08,4.1917097e-05,0
0.0002773265,0.00014740562,2.5230396e-08,3.7723406e-05,0
0.00027195594,0.00032440247,1.494826e-08,3.873395e-05,0
0.0002867529,7.9770245e-05,2.5952271e-08,3.7414575e-05,0
0.0001332729,8.4876905e-05,2.685193e-08,4.0122268e-05,0
0.0003428063,2.2069868e-05,1.9996152e-08,4.671657e-05,0
0.5352109,0.00012353103,3.6370736e-08,4.3270567e-05,0
4.875195e-05,8.340675e-05,3.3866225e-08,4.5433128e-05,0
9.200284e-05,5.217499e-05,2.374629e-08,4.2013547e-05,0
6.7664216e-05,0.00015264019,1.4712297e-08,4.479477e-05,0
0.00017081545,0.0009655559,6.1446976e-08,4.2155414e-05,0
0.00011391961,2.7111286e-05,2.1153204e-08,4.2827854e-05,0
0.0003165878,0.0012389708,1.0423929e-08,4.056962e-05,0
6.45773e-05,0.00042529206,1.4389069e-08,4.8139496e-05,0
0.00014864121,0.0018396073,6.046339e-09,4.239193e-05,0
0.00013699586,2.1047188e-05,1.2016786e-08,4.4858552e-05,0
0.0002457127,0.00016747539,3.4767744e-08,3.7699887e-05,0
9.60208e-05,0.0018008489,6.4072654e-09,4.056103e-05,0
6.0487946e-05,3.6480415e-05,2.1620568e-07,5.2981984e-05,0
5.413242e-05,0.0002535448,8.506501e-08,4.318112e-05,0
0.00015306842,0.0005922805,4.7338746e-09,4.696179e-05,0
0.0002469005,0.0021011282,1.2616756e-08,4.5610806e-05,0
0.00028675236,0.00039246603,2.8882066e-09,4.426503e-05,0
0.0005442,0.00066179904,1.19352155e-08,4.539921e-05,0
0.00037047983,0.0003340801,1.5707679e-08,4.740237e-05,0
0.00030611816,6.889585e-05,1.7236314e-08,4.847888e-05,0
1.6360534e-07,8.1814e-07,2.9622471e-09,2.8930799e-05,0
2.1910542e-07,5.9289994e-07,1.4694938e-08,3.0035766e-05,0
1.7322209e-07,5.836711e-07,1.8798195e-08,2.697905e-05,0
4.1046627e-07,1.0453276e-06,1.060152e-08,2.6602187e-05,0
5.539891e-07,6.7081214e-07,4.098345e-08,2.6578782e-05,0
8.2926704e-07,4.771656e-07,3.8638987e-08,2.6343117e-05,0
4.073889e-07,4.3631442e-07,5.0466205e-08,2.608294e-05,0
1.03079344e-07,2.575211e-06,4.44081e-08,2.5278738e-05,0
1.5226327e-07,9.601463e-07,1.3426574e-08,2.4917092e-05,0
1.4895301e-06,8.603988e-07,4.535572e-08,2.4863586e-05,0
4.252194e-07,4.99209e-07,4.218739e-09,2.5171688e-05,0
3.1273538e-07,8.870541e-07,1.2419795e-07,2.5001065e-05,0
2.3232144e-07,1.2492428e-06,5.447266e-08,2.9053059e-05,0
6.007292e-06,1.6438324e-06,2.5363663e-08,2.5196186e-05,0
2.9428128e-07,2.7210363e-06,1.12318574e-07,2.5517918e-05,0
3.4642545e-07,1.5514103e-06,1.7278975e-08,2.7511387e-05,0
3.5583963e-07,1.3981969e-06,2.303774e-08,2.6501157e-05,0
5.367091e-07,1.0848934e-06,6.8895886e-08,2.825611e-05,0
1.36964e-06,1.8980788e-06,1.5735896e-08,2.7317976e-05,0
3.9251583e-07,2.2157647e-06,1.5921325e-08,2.9576211e-05,0
4.6169677e-07,7.017016e-07,2.389773e-08,3.2420256e-05,0
8.095312e-07,5.626713e-07,2.2630449e-08,2.7088336e-05,0
6.6854875e-07,1.0464737e-06,8.4740485e-08,2.569018e-05,0
1.3478102e-07,1.4137383e-06,4.4831925e-08,3.0703948e-05,0
7.2515763e-07,9.843836e-07,2.2678929e-08,2.533125e-05,0
1.5432132e-06,3.060601e-07,1.431167e-07,2.5604479e-05,0
6.881925e-07,6.131849e-07,3.421867e-08,2.610439e-05,0
7.405123e-07,9.00956e-07,5.859198e-08,2.7370308e-05,0
1.0172131e-06,6.577672e-07,5.9514214e-08,2.6213957e-05,0
0.0001210344,9.161579e-07,2.1910458e-07,2.63284e-05,0
4.3979017e-07,1.0006247e-06,6.9113185e-08,2.5607751e-05,0
2.2127933e-06,5.1974763e-07,3.0851552e-08,2.4775774e-05,0
6.770509e-07,8.3703776e-07,3.4884522e-08,2.5077145e-05,0
1.7990749e-06,1.1098807e-06,7.115396e-08,2.6356134e-05,0
1.6636189e-07,1.8162535e-06,3.9248214e-08,2.9414698e-05,0
2.633755e-06,1.3053153e-06,1.4676736e-07,2.592663e-05,0
1.0370593e-06,7.353013e-07,1.0955775e-08,2.6498983e-05,0
7.509466e-07,6.5222474e-07,1.7376008e-08,2.7417726e-05,0
